avg_dist,pad_mean,pad_std
35.37264469987072,2.418555555555556,2.1523212849340703
49.99749844551419,1.7779166666666668,1.436986732038802
69.00222238110685,1.8569630233118972,1.5878820041273343
89.00053929439395,1.7175006435622318,1.4969610549109775
109.00004151129039,1.7144049646348605,1.4638079885392412
128.99968506172377,1.7087254440438873,1.4883722731561515
148.9995230835633,1.8011404208357022,1.5932090784760482
168.97895847983955,2.0067438851902173,1.8761657763589947
187.62843572016516,2.2367835051546394,2.1836939583296573
207.58892028333176,1.8314285714285714,1.5908119349077372
227.92751455149676,2.0244444444444443,1.2478988365139378
245.633576122665,2.3614285714285717,2.858975733527299
267.479106989089,0.4768,0.6170067746791764
