avg_dist,pad_mean,pad_std
11.941272497366805,1.1535384615384616,0.9324531430079077
33.64044207306257,1.1264375,0.952381668931092
56.054933163544376,1.197972138554217,0.9492149776378017
78.50100863891457,1.0748823289348388,0.9354451875880847
101.00082575947044,1.0218856051703877,0.9365823969451511
123.49902105003116,1.0363158925573588,0.9317006853310982
145.9968649081854,1.0862529725681116,0.9410394682598497
168.48595624163016,1.1410692913385827,0.9516166443050456
191.50728638244098,1.0635394990366087,0.9500973694551557
213.9563641578511,1.1201434426229508,0.9416811396478514
235.89429213771336,0.9957466666666667,0.9315213233320115
258.7247075519091,0.6252,0.7901598952110894
285.52059214759737,1.1073333333333333,0.9359573826955062
313.40111014955454,1.154,0.0
