,spi_dist_R0402,post_angle,spi_volume
count,168.0,168.0,168.0
mean,170.34393489773177,14.560523863095238,72.43873333333333
std,5.135753905915972,10.465992426507905,6.015624045648368
min,163.0394694731524,0.0,57.21855
25%,165.69445221633606,6.85275,68.57046249999999
50%,169.02502328656828,10.246500000000001,71.6665
75%,174.8138645057879,22.02025,75.5715375
max,180.99836319450884,51.842999,102.3193
