,spi_dist_R0603,post_angle,spi_volume
count,7657.0,7657.0,7657.0
mean,37.598036748516115,1.2417941752644641,82.57043545775107
std,6.827689441309683,1.005673783506519,6.855340410004927
min,24.0057870177578,0.0,55.4666
25%,32.033741015569525,0.0,78.3477
50%,38.32583044367744,1.061,82.4032
75%,43.58279253896862,2.289,86.34870000000001
max,47.99905288154804,5.282,169.06515
