,pad_dist_R0603,post_angle,spi_volume
count,10681.0,10681.0,10681.0
mean,143.6646603543881,1.6209816499391445,76.56023873232844
std,5.958591235147766,1.8957925425351223,8.518864961096881
min,135.00204704773878,0.0,52.00425
25%,138.56655282064904,0.0,70.46375
50%,142.68204348600574,1.127,76.77195
75%,148.16103544532203,2.289,82.76135
max,156.99168276863196,23.962,168.6464
