,spi_dist_R0603,post_angle,spi_volume
count,11542.0,11542.0,11542.0
mean,107.9858742540052,1.3863206550857738,73.36283614191647
std,6.788255940761588,1.214145481373117,8.229384306454154
min,97.00106347363553,0.0,49.886449999999996
25%,102.04797692936182,0.0,67.4941125
50%,107.5737139170144,1.127,72.78082500000001
75%,113.57532977244159,2.289,78.4466125
max,120.99975587938731,20.030001,145.49054999999998
