,pad_dist_R0603,post_angle,spi_volume
count,144.0,144.0,144.0
mean,38.06497145480894,3.5179930694444446,67.77685729166666
std,5.475307166316356,4.988965033465405,6.96995303703156
min,22.355281550722758,0.0,54.11709999999999
25%,34.579970792413384,0.96,62.6272375
50%,39.51469793293837,2.289,66.63069999999999
75%,42.72597106672741,3.5700000000000003,72.47856250000001
max,44.92560259540238,26.565001,95.31105
