,spi_dist_R1005,post_angle,spi_volume
count,10722.0,10722.0,10722.0
mean,170.00398219435576,1.077847229994404,77.6803491792576
std,8.776887689766202,0.9729072358063973,7.772787510908393
min,155.00101214731583,0.0,52.7957
25%,162.56536581848425,0.634,71.72902500000001
50%,169.77189543419817,0.758,77.4161
75%,177.31723946282642,1.423,83.42813749999999
max,185.9979337807417,10.143,126.70855
