,pad_dist_R0402,post_angle,spi_volume
count,5.0,5.0,5.0
mean,265.2705373227385,35.7862004,72.41172
std,6.340116280347694,10.046641086243792,2.0571962742407424
min,259.34873049347635,26.565001,69.3121
25%,261.9648927693614,26.565001,72.2174
50%,262.8066890847528,33.689999,72.2848
75%,266.62289078140043,43.025002,73.28085
max,275.6094834847016,49.085999,74.96345
