,pad_dist_R1005,post_angle,spi_volume
count,2.0,2.0,2.0
mean,298.3715722007011,12.1225,88.96327500000001
std,12.275616962031084,0.14354267658086872,11.807870073016984
min,289.6914002036003,12.021,80.61385
25%,294.03148620215075,12.071750000000002,84.7885625
50%,298.3715722007011,12.1225,88.96327500000001
75%,302.7116581992515,12.17325,93.13798750000001
max,307.0517441978019,12.224,97.3127
