,spi_dist_R0603,post_angle,spi_volume
count,1320.0,1320.0,1320.0
mean,180.5804289489394,6.550181065909091,72.65931208333332
std,7.097168831999668,4.788040303924411,8.75367307988088
min,169.0065732315123,0.0,51.4876
25%,174.60184109382726,3.3360000000000003,66.457675
50%,180.01229448450914,5.776,71.70925
75%,186.4669160090665,8.6815,78.456025
max,193.98685587584308,26.761,130.90645
