,pad_dist_R1005,post_angle,spi_volume
count,10952.0,10952.0,10952.0
mean,65.89589000842535,1.0042389517896275,84.19956066928414
std,7.384565918918508,0.943222076330129,9.32556115701462
min,52.00065587193844,0.0,51.64275000000001
25%,59.681178399130275,0.207,77.7712625
50%,66.30864354919694,0.722,84.061925
75%,72.3088279005553,1.37,90.4577625
max,77.99899231430815,13.424,115.89715
