,spi_dist_R0603,post_angle,spi_volume
count,4.0,4.0,4.0
mean,322.50959002370973,40.336999750000004,74.32895
std,9.36174726566755,2.124494190625519,8.801002175604777
min,316.4658542218716,37.694,67.24575
25%,317.06747057485745,39.093500750000004,69.9834375
50%,318.5984557692893,40.6900005,71.448075
75%,324.0405752181415,41.9334995,75.7935875
max,336.37559433438867,42.273998,87.1739
