,pad_dist_R0402,post_angle,spi_volume
count,49.0,49.0,49.0
mean,204.99921508640296,18.76389814285714,76.59339387755101
std,5.924176528993658,8.645162012919002,5.621956708491203
min,198.03784074914964,0.0,66.9842
25%,200.0635294962119,10.372,72.35495
50%,202.65389796905149,20.415001,75.85865
75%,209.3286633688122,24.624001,79.22205
max,217.13999981751388,36.383999,92.70475
