,spi_dist_R1005,post_angle,spi_volume
count,2032.0,2032.0,2032.0
mean,20.717370974102355,0.8318917322834647,89.17891653543307
std,7.197162953074866,0.5964256310086185,6.30918382669812
min,0.5726881967571874,0.0,73.7921
25%,15.505263069956232,0.207,84.69277500000001
50%,21.92297355967864,0.693,88.06125
75%,26.715163494477547,1.37,92.5698375
max,30.978662491570308,3.382,116.4152
