,spi_dist_R0603,post_angle,spi_volume
count,846.0,846.0,846.0
mean,205.36560091681088,9.23867848108747,71.73736312056737
std,6.911218517529127,5.7440397257777365,8.57378766404737
min,194.01087550896813,0.0,51.212
25%,199.45685409929865,5.369999999999999,65.61738749999999
50%,204.7131316091766,8.302,71.200275
75%,211.45021390362103,11.051750000000002,77.1566
max,217.96290019429898,32.471001,103.49695
