,spi_dist_R0402,post_angle,spi_volume
count,7962.0,7962.0,7962.0
mean,79.74074094130995,1.9896019845516202,74.71368116679227
std,5.064414509229094,1.991852854252486,6.4010646132488676
min,72.00021092028975,0.0,57.7092
25%,75.32967297040861,0.0,70.25728749999999
50%,79.21382882181932,1.6130000000000002,73.814525
75%,83.80265875060088,3.337,78.36813749999999
max,89.9979245318751,26.565001,110.51495
