,spi_dist_R1005,post_angle,spi_volume
count,6055.0,6055.0,6055.0
mean,48.349257808996285,0.8247709331131297,88.16805111478116
std,8.74972097825804,0.6142150495310289,7.1638346117656555
min,31.004951403520387,0.0,66.4864
25%,41.20391612073789,0.203,83.28572500000001
50%,49.23039235123168,0.682,87.12089999999999
75%,55.924216234229256,1.37,92.2893
max,61.996804958648525,3.961,158.37955
