,spi_dist_R0402,post_angle,spi_volume
count,88.0,88.0,88.0
mean,189.58006260182776,16.384818238636363,73.57921875
std,5.695773168033755,9.91012641716389,5.319111228636244
min,181.08249930825534,0.0,60.3797
25%,184.54026328319748,7.961749999999999,69.9320625
50%,188.94387023728908,12.735999999999999,73.5949
75%,194.77640631310317,24.633250000000004,76.60158750000001
max,199.9936998299445,36.869999,86.50825
