,spi_dist_R1005,post_angle,spi_volume
count,12239.0,12239.0,12239.0
mean,107.46118726281853,0.8658064384345125,86.41855539668272
std,8.82153969071277,0.6973418091779952,8.49438579879941
min,93.00026551207051,0.0,62.080600000000004
25%,99.73521703299643,0.199,80.03829999999999
50%,106.96415629742222,0.682,85.83590000000001
75%,114.85212076688535,1.37,92.361625
max,123.98770118718596,8.83,138.7628
