,spi_dist_R0603,post_angle,spi_volume
count,144.0,144.0,144.0
mean,251.76287145592,14.178854194444444,70.54473472222223
std,6.748970916855243,7.361096230104455,7.003974962714485
min,242.09864259405188,1.336,51.12055000000001
25%,246.1479425110665,8.659500000000001,66.442625
50%,250.42775834379836,11.831499999999998,70.063925
75%,257.66303921713813,21.321251,74.598275
max,265.601600812732,32.618999,90.5225
