,spi_dist_R1005,post_angle,spi_volume
count,10286.0,10286.0,10286.0
mean,139.96401171888584,0.9380633871281353,81.00531954598483
std,9.044203991286922,0.8190360441881047,8.94042714687298
min,124.00046153394379,0.0,53.5467
25%,132.12923493071958,0.207,74.54186250000001
50%,140.10165466525729,0.682,80.3837
75%,147.94993532432466,1.37,86.71452499999998
max,154.9992428588921,10.33,138.658
