,spi_dist_R1005,post_angle,spi_volume
count,60.0,60.0,60.0
mean,322.26846118099195,7.897616666666667,74.80198083333333
std,7.8478069821305745,5.553814249231941,10.347733764862832
min,311.1449403495364,0.6459999999999999,54.29845
25%,316.97288218177516,5.2067499999999995,69.53045
50%,321.45668750164197,6.643000000000001,73.45240000000001
75%,326.8785424365391,8.699,80.5721125
max,341.176159383101,37.875,106.15684999999999
