,spi_dist_R0402,post_angle,spi_volume
count,15906.0,15906.0,15906.0
mean,45.07838541273888,1.7203384258141583,80.72748193449011
std,5.162138424476024,1.4683613695968911,6.97015570698223
min,36.000547103024005,0.0,58.199799999999996
25%,40.66294655341929,0.0,75.9552625
50%,45.13529908673341,1.5519999999999998,80.42455000000001
75%,49.5192406256595,3.278,85.12626250000001
max,53.99976031618173,20.082001,131.00189999999998
