avg_dist,spi_mean,spi_std
9.119509359568774,1.6514109589041037,1.4057651106594398
27.000884771901426,1.6602330073149278,1.4198116890576056
45.00015370960287,1.7203384258142362,1.4683152114035298
62.999384181037584,1.7820520116433824,1.5937897293922072
80.99906772608242,1.9896019845516584,1.9917277653677872
99.4967790609077,2.696466625678693,3.1945476847126244
118.00083928399582,4.761516942067735,5.240816883075708
136.0013941529695,7.132799694753576,6.532747101396156
153.99220629336645,9.253504098092638,7.506993527777076
172.01891633383062,14.560523863095232,10.434797148693844
190.53809956909993,16.38481823863636,9.85365800071381
209.09855861195334,23.32685302941176,12.056591517378768
228.02579860287597,21.914111222222218,14.632434345736756
244.06878443051153,34.7950015,8.230000500000001
