,spi_dist_R0402,post_angle,spi_volume
count,3131.0,3131.0,3131.0
mean,97.81851638373921,2.696466625678697,73.69261336633663
std,5.344955865757592,3.1950579550911997,6.091309950513751
min,90.00301873926345,0.0,56.361450000000005
25%,93.16490667382234,0.0,69.466575
50%,96.94013416277555,1.632,73.06525
75%,101.97048042105548,3.486,76.97075000000001
max,108.99053938255194,26.565001,104.25845000000001
