,pad_dist_R0402,post_angle,spi_volume
count,27.0,27.0,27.0
mean,226.24838160955184,22.036444703703705,75.03205740740741
std,5.516153246288978,9.396402514179526,4.22879210317392
min,218.28571647177827,1.366,66.87055
25%,221.59013650314142,16.6295005,72.4632
50%,225.29968493056123,24.444000000000006,75.26075
75%,230.84309979489328,27.915501,77.25725
max,237.56931263121527,36.254002,85.03125
