,spi_dist_R0402,post_angle,spi_volume
count,12167.0,12167.0,12167.0
mean,27.676087923160672,1.6602330073148681,83.89735927508835
std,5.10651538553467,1.4198700394815305,6.580778776046682
min,18.002611364809272,0.0,62.87635
25%,23.4418187963116,0.0,79.647475
50%,27.99732758100976,1.449,83.58930000000001
75%,32.05779336246083,3.278,87.74340000000001
max,35.999158178993575,8.562000000000001,212.2773
