,spi_dist_R1005,post_angle,spi_volume
count,1.0,1.0,1.0
mean,421.82118979711794,23.573999,86.36195000000001
std,,,
min,421.82118979711794,23.573999,86.36195000000001
25%,421.82118979711794,23.573999,86.36195000000001
50%,421.82118979711794,23.573999,86.36195000000001
75%,421.82118979711794,23.573999,86.36195000000001
max,421.82118979711794,23.573999,86.36195000000001
