,pad_dist_R0603,post_angle,spi_volume
count,21444.0,21444.0,21444.0
mean,123.19324478876307,1.4511115463999256,79.26371216890504
std,6.5342290697592595,1.5025307367018181,9.357461731983616
min,112.00138823750258,0.0,49.886449999999996
25%,117.57862851115928,0.0,73.1001375
50%,122.99266460754345,1.127,79.54752500000001
75%,128.77193088916025,2.289,85.02035000000001
max,134.99665386255973,32.618999,171.08865
