,pad_dist_R0603,post_angle,spi_volume
count,75.0,75.0,75.0
mean,234.00596543626364,17.087866719999997,76.98173466666668
std,6.714692039763465,7.766980847616399,7.493662934002579
min,225.0385640372116,3.74,59.7051
25%,227.2771910965506,10.5755,71.19565
50%,233.5475067793633,20.388,76.77665
75%,240.71618964791094,22.143500500000002,81.88467499999999
max,246.75002023821517,37.694,100.91205
