,spi_dist_R0402,post_angle,spi_volume
count,4818.0,4818.0,4818.0
mean,11.806905114214123,1.6514109589041097,85.4827399543379
std,4.322299019551085,1.4059110201632374,5.997200001198726
min,0.23936687684390615,0.0,61.17275000000001
25%,8.705569148822438,0.0,81.577325
50%,12.506939822649962,1.449,85.0546
75%,15.521942280237006,3.278,88.8741625
max,17.99965184229364,5.4689999999999985,120.7244
