avg_dist,pad_mean,pad_std
11.941272497366805,6.673692230769232,5.9909449987243
33.64044207306257,3.5179930694444446,4.971612059032909
56.054933163544376,2.351367469126506,3.5253227423794593
78.50100863891457,1.7372599639504829,2.3551764581232844
101.00082575947044,1.497391363043478,1.7045946214645642
123.49902105003116,1.4511115463999256,1.5024957024672065
145.9968649081854,1.6209816499391445,1.8957037944348685
168.48595624163016,3.702722835170604,4.339303671147269
191.50728638244098,9.849456647398844,5.6348276245450855
213.9563641578511,12.725086073770491,6.276602128794673
235.89429213771336,17.087866719999997,7.715027215381469
258.7247075519091,22.871850199999997,9.261201852819124
285.52059214759737,35.38666666666666,0.10700741200599716
313.40111014955454,39.560001,0.0
