avg_dist,pad_mean,pad_std
13.442009879839182,0.9105651006711344,0.7445699728162695
39.003677079353515,0.9405694944301601,0.8639562350631789
64.9998240931233,1.0042389517896775,0.9431790137110581
90.99817836271482,1.0170153988736805,0.9730816899103413
116.99978666304793,0.9839532193924584,0.9856976861191281
142.99628859647862,0.9935679527639625,0.9348077946770745
169.00064260876286,1.1373818888634792,1.2576590292137955
195.48045663683592,1.921856655290097,2.155774861535288
221.69319477943026,5.09568687878788,3.9934666177882923
247.78772741789106,8.458958291666667,4.509355264217616
270.52363424289206,13.609142857142858,10.68174544889648
298.3715722007011,12.1225,0.1014999999999997
326.0108594178047,35.632000000000005,2.2429999999999986
352.2432695041672,24.646,0.0
