,spi_dist_R1005,post_angle,spi_volume
count,1484.0,1484.0,1484.0
mean,230.27969598385405,2.3391563335579515,75.74814346361185
std,8.741454779505457,2.0721196705156317,8.225601001864788
min,218.0150654787299,0.0,51.64275000000001
25%,222.43322076813297,0.722,69.30938749999999
50%,228.85513307093427,1.731,75.400025
75%,237.09886161275801,3.3495,81.70181249999999
max,248.99660696611326,27.896999,108.63395
