,pad_dist_R0402,post_angle,spi_volume
count,9320.0,9320.0,9320.0
mean,91.51967880517076,1.9252595494635192,79.47906301502147
std,5.322743153283759,2.1731248788053277,7.155234739671369
min,79.00188916117011,0.0,57.21855
25%,87.81122815734619,0.0,74.10627500000001
50%,92.54186204882299,1.6,79.296075
75%,96.02345452486888,3.31,84.4855875
max,98.99918942761776,45.0,128.167
