,spi_dist_R0402,post_angle,spi_volume
count,4.0,4.0,4.0
mean,246.12334736839867,34.7950015,70.84949999999999
std,5.21962825924826,9.50318600821151,2.2920553538254693
min,238.405672238457,26.565001,68.52025
25%,245.28894357907149,26.565001,69.1141375
50%,248.17791030628587,34.7950015,70.79845
75%,249.01231409561305,43.025002,72.5338125
max,249.73189662256604,43.025002,73.28085
