,pad_dist_R0603,post_angle,spi_volume
count,20.0,20.0,20.0
mean,255.39372226169274,22.871850199999997,76.20071250000001
std,6.8727700686793565,9.50179261528334,8.02538424070896
min,248.13066118678705,5.919,60.87245
25%,250.1752418069835,20.51799925,71.041625
50%,253.19267996158607,23.406000000000002,73.648725
75%,258.15652352895785,26.565001,81.07842500000001
max,269.3187539170311,41.82,93.5894
