,pad_dist_R0402,post_angle,spi_volume
count,22197.0,22197.0,22197.0
mean,109.45721611569783,1.8258076318421408,81.75144711222238
std,5.6615177827630045,1.8699460775419015,7.591587274701993
min,99.00029231244908,0.0,56.76945
25%,104.7458271950511,0.0,76.52435
50%,109.65509460643294,1.5519999999999998,81.58615
75%,114.35010275229607,3.31,86.5587
max,118.99979071013172,45.0,212.2773
