,pad_dist_R0603,post_angle,spi_volume
count,1.0,1.0,1.0
mean,313.40111014955454,39.560001,87.1739
std,,,
min,313.40111014955454,39.560001,87.1739
25%,313.40111014955454,39.560001,87.1739
50%,313.40111014955454,39.560001,87.1739
75%,313.40111014955454,39.560001,87.1739
max,313.40111014955454,39.560001,87.1739
