,pad_dist_R0603,post_angle,spi_volume
count,13.0,13.0,13.0
mean,15.280287343248116,6.673692230769232,72.47571923076922
std,5.538560709941457,6.235573254258025,5.9305843910872476
min,3.4094527732693267,0.0,64.2355
25%,14.711310517457854,2.279,69.2918
50%,15.825288345992611,6.859,71.23429999999999
75%,19.88207224418483,7.747000000000001,76.7316
max,20.473092221464285,24.202999,81.40115
