,pad_dist_R0402,post_angle,spi_volume
count,1244.0,1244.0,1244.0
mean,73.13377571015405,2.633024922829582,76.39146676045016
std,4.77680066177826,3.3675917117872096,6.7812064145282065
min,59.01787217610199,0.0,60.543549999999996
25%,70.22577044922991,0.0,71.17023750000001
50%,74.29512072401845,1.6130000000000002,75.54155
75%,77.03272549596862,3.455,80.74497500000001
max,78.9865725861117,30.466,103.94035
