,pad_dist_R1005,post_angle,spi_volume
count,879.0,879.0,879.0
mean,191.34060727609142,1.9218566552901022,79.01368071672354
std,7.056584327792648,2.1570021743939094,8.629803438414944
min,182.02867318363775,0.0,59.0934
25%,185.459019233267,0.645,72.00730000000001
50%,189.87508620840921,1.367,78.70855
75%,196.48835742775074,2.279,85.24742499999999
max,208.93224009003413,22.639,107.00065000000001
