,pad_dist_R0603,post_angle,spi_volume
count,519.0,519.0,519.0
mean,190.61797324902201,9.849456647398844,76.48173121387283
std,6.602893832532838,5.640264024868436,7.914241642348512
min,180.01532909476344,0.0,52.389399999999995
25%,184.71706456043705,6.7605,70.95682500000001
50%,190.33508999631846,9.088,76.31315000000001
75%,196.1802438089477,11.07,81.34765
max,202.99924367011852,32.471001,102.09745000000001
