avg_dist,spi_mean,spi_std
15.775675344163748,0.8318917322834567,0.5962788546729383
46.50087818108446,0.8247709331131299,0.614164327779467
77.49998741719821,0.8153238942595934,0.6265194756847433
108.49398334962824,0.8658064384345588,0.6973133200835466
139.49985219641795,0.9380633871281663,0.8189962300741805
170.49947296402877,1.077847229994452,0.9728618650769865
201.99609131078472,1.3820003570791,1.299429168618379
233.50583622242158,2.3391563335579444,2.071421399334721
264.46639410072623,4.072925303614454,2.690906071402273
295.3670848266356,5.718780815068491,2.766542417177109
326.16054986631866,7.897616666666669,5.507337999105275
357.1145105907698,9.41790909090909,6.599360540021289
388.44725392290513,22.8322002,9.18388893678055
421.82118979711794,23.573999,0.0
