avg_dist,pad_mean,pad_std
35.37264469987072,9.822111222222222,8.275458566513047
49.99749844551419,6.432374979166667,7.355004508395335
69.00222238110685,2.6330249228295823,3.3662379060191983
89.00053929439395,1.92525954946355,2.1730082917251905
109.00004151129039,1.825807631842148,1.8699039554728003
128.99968506172377,1.850914367868397,1.8388889598307099
148.9995230835633,2.2266003418135694,2.737984064431046
168.97895847983955,4.227893346467393,5.885912948231728
187.62843572016516,11.625577396907218,10.355960838550041
207.58892028333176,18.763898142857137,8.556491340594363
227.92751455149676,22.0364447037037,9.220753334332814
245.633576122665,28.29742871428572,4.18769129847788
267.479106989089,35.7862004,8.985988965753378
