,spi_dist_R1005,post_angle,spi_volume
count,11689.0,11689.0,11689.0
mean,78.59900762204848,0.8153238942595603,87.59176456497562
std,8.785423171687677,0.6265462769371196,7.801430455331095
min,62.0003016473374,0.0,64.2091
25%,71.26803271820127,0.199,81.62235000000001
50%,79.08650306038501,0.68,87.0214
75%,86.26247489441754,1.37,93.07135
max,92.99967318705902,5.096,138.57614999999998
