,pad_dist_R0603,post_angle,spi_volume
count,244.0,244.0,244.0
mean,211.33371208160054,12.725086073770491,75.76046946721311
std,5.697306483639504,6.289503688407785,7.917223688901496
min,203.22754069494985,2.289,60.2954
25%,206.79099881787164,9.011,69.6973125
50%,209.88501141482874,10.902999999999999,74.45365
75%,215.9023923361012,13.462250000000001,80.4046
max,224.68518762075234,42.273998,95.9674
