,pad_dist_R0603,post_angle,spi_volume
count,7351.0,7351.0,7351.0
mean,81.04494287596778,1.7372599639504829,75.13434453135629
std,6.277248614666088,2.355336668759715,8.711704382514545
min,67.00227822440762,0.0,51.05195
25%,76.31336167178787,0.0,68.62495000000001
50%,82.03635238106217,1.127,75.13740000000001
75%,86.57618425086113,2.289,81.265025
max,89.99973905342152,26.565001,140.11105
