,pad_dist_R0402,post_angle,spi_volume
count,194.0,194.0,194.0
mean,185.15310786085362,11.62557739690722,73.38793324742268
std,5.027327439250257,10.382755089901988,6.531321022555777
min,179.0428664300275,0.0,58.9428
25%,180.97493735052916,3.337,68.0103625
50%,183.47174465178003,8.0345,73.081525
75%,189.03724705182609,21.01950025,78.2029625
max,196.2140050103028,45.0,89.76735
