,spi_dist_R1005,post_angle,spi_volume
count,415.0,415.0,415.0
mean,261.3467263205394,4.072925303614458,74.99289180722892
std,8.083162946530495,2.6941539978366396,8.356347600325691
min,249.24839518708615,0.0,56.23905
25%,254.50248603554908,2.2295,68.7643
50%,260.5713325583545,4.005,73.66315
75%,267.12846934721665,5.62,80.5472
max,279.6843930143664,31.891001,105.86179999999999
