,spi_dist_R0603,post_angle,spi_volume
count,14074.0,14074.0,14074.0
mean,60.50080245064484,1.2519350575529344,81.48128114608498
std,6.819448980909359,1.021340118704799,8.075617518628642
min,48.00416521820648,0.0,52.571200000000005
25%,54.761958044284384,0.0,76.643125
50%,60.672961195916415,1.078,81.27645
75%,66.36828934152311,2.289,85.978625
max,71.99565169973923,5.917999999999998,167.07684999999998
