,spi_dist_R0402,post_angle,spi_volume
count,1122.0,1122.0,1122.0
mean,116.75247600176307,4.761516942067736,73.94628110516935
std,5.136803967480824,5.243153925280191,6.172179982549828
min,109.01669945826204,0.0,60.314099999999996
25%,112.20708198240939,1.449,69.53720000000001
50%,116.02724803519166,3.337,73.213825
75%,121.04279313530618,6.4529999999999985,77.74903750000001
max,126.9849791097296,36.254002,101.33914999999999
