avg_dist,spi_mean,spi_std
15.775675344163748,0.8318917322834647,0.5962788546729374
46.50087818108446,0.8247709331131297,0.6141643277794638
77.49998741719821,0.8153238942595603,0.626519475684752
108.49398334962824,0.8658064384345125,0.6973133200835423
139.49985219641795,0.9380633871281353,0.8189962300741767
170.49947296402877,1.077847229994404,0.9728618650769764
201.99609131078472,1.382000357079093,1.2994291686183803
233.50583622242158,2.3391563335579515,2.071421399334721
264.46639410072623,4.072925303614458,2.6909060714022717
295.3670848266356,5.718780815068493,2.7665424171771096
326.16054986631866,7.897616666666667,5.507337999105275
357.1145105907698,9.41790909090909,6.59936054002129
388.44725392290513,22.8322002,9.18388893678055
421.82118979711794,23.573999,0.0
